CODE,DESCRIPTION,QTY,UNIT,RATE,SUBTOTAL,MARKUP,TOTAL
06.CO.0.2.3.8.0.R4,Suspended Slab 601mm to 700mm - 32mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.8.0.R5,Suspended Slab 601mm to 700mm - 40mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.8.0.R6,Suspended Slab 601mm to 700mm - 50mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.9.0,701mm To 800 Thick,,,,,,
06.CO.0.2.3.9.0.R0,Suspended Slab 701mm to 800mm Thick - Labour only excludes material & all plant,,hr,,,,
06.CO.0.2.3.9.0.R1,Suspended Slab 701mm to 800mm - 15mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.9.0.R2,Suspended Slab 701mm to 800mm - 20mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.9.0.R3,Suspended Slab 701mm to 800mm - 25mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.9.0.R4,Suspended Slab 701mm to 800mm - 32mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.9.0.R5,Suspended Slab 701mm to 800mm - 40mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.9.0.R6,Suspended Slab 701mm to 800mm - 50mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.10.0,801mm To 900 Thick,,,,,,
06.CO.0.2.3.10.0.R0,Suspended Slab 801mm to 900mm Thick - Labour only excludes material & all plant,,hr,,,,
06.CO.0.2.3.10.0.R1,Suspended Slab 801mm to 900mm - 15mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.10.0.R2,Suspended Slab 801mm to 900mm - 20mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.10.0.R3,Suspended Slab 801mm to 900mm - 25mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.10.0.R4,Suspended Slab 801mm to 900mm - 32mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.10.0.R5,Suspended Slab 801mm to 900mm - 40mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.10.0.R6,Suspended Slab 801mm to 900mm - 50mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.11.0,901mm To 1000 Thick,,,,,,
06.CO.0.2.3.11.0.R0,Suspended Slab 901mm to 1000mm Thick - Labour only excludes material & all plant,,hr,,,,
06.CO.0.2.3.11.0.R1,Suspended Slab 901mm to 1000mm - 15mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.11.0.R2,Suspended Slab 901mm to 1000mm - 20mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.11.0.R3,Suspended Slab 901mm to 1000mm - 25mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.11.0.R4,Suspended Slab 901mm to 1000mm - 32mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.11.0.R5,Suspended Slab 901mm to 1000mm - 40mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.11.0.R6,Suspended Slab 901mm to 1000mm - 50mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m3,,,,
06.CO.0.2.3.12.0,Greater than 1001mm Thick,,,,,,
06.CO.0.2.3.12.0.R0,Suspended Slab Greater Than 1001mm Thick - Labour only excludes material & all plant,,hr,,,,
06.CO.0.2.3.12.0.R1,Suspended Slab Greater Than 1001mm - 15mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m2,,,,
06.CO.0.2.3.12.0.R2,Suspended Slab Greater Than 1001mm - 20mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m2,,,,
06.CO.0.2.3.12.0.R3,Suspended Slab Greater Than 1001mm - 25mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m2,,,,
06.CO.0.2.3.12.0.R4,Suspended Slab Greater Than 1001mm - 32mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m2,,,,
06.CO.0.2.3.12.0.R5,Suspended Slab Greater Than 1001mm - 40mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m2,,,,
06.CO.0.2.3.12.0.R6,Suspended Slab Greater Than 1001mm - 50mPa Normal concrete including labour & small hand held plant not including pump & integral finishes,,m2,,,,
06.CO.0.3.0.12.0,Waffle Or Similar Slabs,,,,,,
06.CO.0.3.1.0.0,Waffle Slabs On Ground,,,,,,
06.CO.0.3.1.1.0,150mm Waffle Slab,,hr,,,,
06.CO.0.3.1.1.0.R0,Waffle Slab 150mm -  Labour only excludes material & all plant (includes associated placement to attached ribs ground beams etc) ,,hr,,,,
06.CO.0.3.1.1.0.R1,Waffle Slab 150mm - 15mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump. ,,m3,,,,
06.CO.0.3.1.1.0.R2,Waffle Slab 150mm - 20mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.1.0.R3,Waffle Slab 150mm - 25mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.1.0.R4,Waffle Slab 150mm - 32mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.1.0.R5,Waffle Slab 150mm - 40mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.1.0.R6,Waffle Slab 150mm - 50mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.2.0,225mm Waffle Slab,,hr,,,,
06.CO.0.3.1.2.0.R0,Waffle Slab 225mm -  Labour only excludes material & all plant (includes associated placement to attached ribs ground beams etc) ,,hr,,,,
06.CO.0.3.1.2.0.R1,Waffle Slab 225mm - 15mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump. ,,m3,,,,
06.CO.0.3.1.2.0.R2,Waffle Slab 225mm - 20mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.2.0.R3,Waffle Slab 225mm - 25mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.2.0.R4,Waffle Slab 225mm - 32mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.2.0.R5,Waffle Slab 225mm - 40mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.2.0.R6,Waffle Slab 225mm - 50mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.3.0,300mm Waffle Slab,,hr,,,,
06.CO.0.3.1.3.0.R0,Waffle Slab 300mm -  Labour only excludes material & all plant (includes associated placement to attached ribs ground beams etc) ,,hr,,,,
06.CO.0.3.1.3.0.R1,Waffle Slab 300mm - 15mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump. ,,m3,,,,
06.CO.0.3.1.3.0.R2,Waffle Slab 300mm - 20mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.3.0.R3,Waffle Slab 300mm - 25mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.3.0.R4,Waffle Slab 300mm - 32mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.3.0.R5,Waffle Slab 300mm - 40mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.3.0.R6,Waffle Slab 300mm - 50mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.4.0,375mm Waffle Slab,,hr,,,,
06.CO.0.3.1.4.0.R0,Waffle Slab 375mm -  Labour only excludes material & all plant (includes associated placement to attached ribs ground beams etc) ,,hr,,,,
06.CO.0.3.1.4.0.R1,Waffle Slab 375mm - 15mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump. ,,m3,,,,
06.CO.0.3.1.4.0.R2,Waffle Slab 375mm - 20mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.4.0.R3,Waffle Slab 375mm - 25mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.4.0.R4,Waffle Slab 375mm - 32mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.4.0.R5,Waffle Slab 375mm - 40mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.3.1.4.0.R6,Waffle Slab 375mm - 50mPa (includes associated placement to attached ribs & ground beams) including material placement labour & plant excludes integral finishes & pump,,m3,,,,
06.CO.0.4.0.4.0,External Pavings,,,,,,
06.CO.0.4.1.0.0,External Paving Slabs,,,,,,
06.CO.0.4.1.1.0,Per 1M3,,,,,,
06.CO.0.4.1.1.0.R0,Paving Slab - Labour only excludes material & all plant,,hr,,,,
06.CO.0.4.1.1.0.R1,Paving Slab - 15mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump,,m3,,,,
06.CO.0.4.1.1.0.R2,Paving Slab - 20mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m3,,,,
06.CO.0.4.1.1.0.R3,Paving Slab - 25mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m3,,,,
06.CO.0.4.1.1.0.R4,Paving Slab - 32mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m3,,,,
06.CO.0.4.1.1.0.R5,Paving Slab - 40mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m3,,,,
06.CO.0.4.1.1.0.R6,Paving Slab - 50mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m3,,,,
06.CO.0.4.1.2.0,Up To 100mm Thick,,,,,,
06.CO.0.4.1.2.0.R0,Paving Slab up to 100mm Thick - Labour only excludes material & all plant,,hr,,,,
06.CO.0.4.1.2.0.R1,Paving Slab up to 100mm Thick - 15mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump,,m2,,,,
06.CO.0.4.1.2.0.R2,Paving Slab up to 100mm Thick - 20mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.2.0.R3,Paving Slab up to 100mm Thick - 25mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.2.0.R4,Paving Slab up to 100mm Thick- 32mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.2.0.R5,Paving Slab up to 100mm Thick - 40mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.2.0.R6,Paving Slab up to 100mm Thick - 50mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.3.0,101mm To 200mm Thick,,,,,,
06.CO.0.4.1.3.0.R0,Paving Slab 101mm to 200mm Thick - Labour only excludes material & all plant,,m2,,,,
06.CO.0.4.1.3.0.R1,Paving Slab 101mm to 200mm Thick - 15mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.3.0.R2,Paving Slab 101mm to 200mm Thick - 20mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.3.0.R3,Paving Slab 101mm to 200mm Thick - 25mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.3.0.R4,Paving Slab 101mm to 200mm Thick- 32mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.3.0.R5,Paving Slab 101mm to 200mm Thick - 40mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.3.0.R6,Paving Slab 101mm to 200mm Thick - 50mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.4.0,201mm To 300 Thick,,,,,,
06.CO.0.4.1.4.0.R0,Paving Slab 201mm to 300mm Thick - Labour only excludes material & all plant,,hr,,,,
06.CO.0.4.1.4.0.R1,Paving Slab 201mm to 300mm Thick - 15mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.4.0.R2,Paving Slab 201mm to 300mm Thick - 20mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.4.0.R3,Paving Slab 201mm to 300mm Thick - 25mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.4.0.R4,Paving Slab 201mm to 300mm Thick- 32mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.4.0.R5,Paving Slab 201mm to 300mm Thick - 40mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.4.0.R6,Paving Slab 201mm to 300mm Thick - 50mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.5.0,301mm To 400 Thick,,,,,,
06.CO.0.4.1.5.0.R0,Paving Slab 301mm to 400mm Thick - Labour only excludes material & all plant,,hr,,,,
06.CO.0.4.1.5.0.R1,Paving Slab 301mm to 400mm Thick - 15mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.5.0.R2,Paving Slab 301mm to 400mm Thick - 20mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.5.0.R3,Paving Slab 301mm to 400mm Thick - 25mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.5.0.R4,Paving Slab 301mm to 400mm Thick- 32mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.5.0.R5,Paving Slab 301mm to 400mm Thick - 40mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.5.0.R6,Paving Slab 301mm to 400mm Thick - 50mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.6.0,401mm To 500 Thick,,,,,,
06.CO.0.4.1.6.0.R0,Paving Slab 401mm to 500mm Thick - Labour only excludes material & all plant,,hr,,,,
06.CO.0.4.1.6.0.R1,Paving Slab 401mm to 500mm Thick - 15mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.6.0.R2,Paving Slab 401mm to 500mm Thick - 20mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.6.0.R3,Paving Slab 401mm to 500mm Thick - 25mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.6.0.R4,Paving Slab 401mm to 500mm Thick- 32mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
06.CO.0.4.1.6.0.R5,Paving Slab 401mm to 500mm Thick - 40mPa Normal concrete including labour small hand held plant & wood floated or cove finish not including pump ,,m2,,,,
